name,name_kr,bre_name,country,category,style,abv,image
Berkshire Czech Pilsner,,Berkshire Brewing Company Inc.,US,ETC,Bohemian Pilsener,5.5,zzzpil.jpg
Beer Thousand,,Dogfish Head Craft Brewery,US,PILSNER,American Imperial Pilsner,10,zzzpil.jpg
"Batch No. 63118 (Saint Louis, MO)",,Anheuser-Busch,US,PILSNER,German Pilsner,6,zzzpil.jpg
Arrrggghhh!,,The Bruery,US,PILSNER,American Imperial Pilsner,7.7,zzzpil.jpg
5 O'Clock Pils,,Saint Arnold Brewing Company,US,ETC,Bohemian Pilsener,5.2,zzzpil.jpg
19-33 Queens Lagrrr!,,SingleCut Beersmiths,US,ETC,Bohemian Pilsener,5.4,zzzpil.jpg
Sheaf Stout,,"Carlton & United Breweries, Ltd.",AU,STOUT,English Sweet / Milk Stout,5.7,zzzst.jpg
Best Extra Stout,,Coopers Brewery Limited,AU,STOUT,Foreign / Export Stout,6.3,zzzst.jpg
Troubadour Obscura,,Brouwerij De Musketiers,BE,STOUT,Foreign / Export Stout,8.2,zzzst.jpg
Troubadour Imperial Stout,,Brouwerij De Musketiers,BE,STOUT,Russian Imperial Stout,9,zzzst.jpg
Stouterik (The Brussels Stout),,Brasserie de la Senne,BE,STOUT,Irish Dry Stout,4.5,zzzst.jpg
Podge Belgian Imperial Stout,,Picobrouwerij Alvinne,BE,STOUT,Russian Imperial Stout,10.5,zzzst.jpg
Monk's Stout Dupont,,Brasserie Dupont sprl,BE,STOUT,English Stout,5.2,zzzst.jpg
Kabert,,De Struise Brouwers,BE,STOUT,Russian Imperial Stout,11.5,zzzst.jpg
Hercule Stout,,Brasserie Ellezelloise,BE,STOUT,Russian Imperial Stout,9,zzzst.jpg
De Dolle Extra Export Stout,,Brouwerij De Dolle Brouwers,BE,STOUT,Foreign / Export Stout,9,zzzst.jpg
Cuvee Delphine,,De Struise Brouwers,BE,STOUT,Russian Imperial Stout,11,zzzst.jpg
Catherine The Great,,Brouwerij Smisje,BE,STOUT,Russian Imperial Stout,10,zzzst.jpg
Black Damnation V - Double Black,,De Struise Brouwers,BE,STOUT,American Imperial Stout,26,zzzst.jpg
Black Damnation IV - Coffee Club,,De Struise Brouwers,BE,STOUT,American Imperial Stout,13,zzzst.jpg
Black Damnation III - Black Mes,,De Struise Brouwers,BE,STOUT,American Imperial Stout,13,zzzst.jpg
Black Damnation II - Mocha Bomb,,De Struise Brouwers,BE,STOUT,American Imperial Stout,12,zzzst.jpg
Black Damnation I - Black Berry Albert,,De Struise Brouwers,BE,STOUT,Russian Imperial Stout,13,zzzst.jpg
Black Damnation,,De Struise Brouwers,BE,STOUT,Russian Imperial Stout,13,zzzst.jpg
Black Albert,,De Struise Brouwers,BE,STOUT,Russian Imperial Stout,13,zzzst.jpg
Colorado Ithaca / Guanabara,,Cervejaria Colorado,BR,STOUT,Russian Imperial Stout,10.5,zzzst.jpg
The Tom Green Beer,,Beau's All Natural Brewing Company,CA,STOUT,English Sweet / Milk Stout,5,zzzst.jpg
St-Ambroise Oatmeal Stout,,McAuslan Brewing,CA,STOUT,English Oatmeal Stout,5,zzzst.jpg
Singularity,,Driftwood Brewery,CA,STOUT,Russian Imperial Stout,12.2,zzzst.jpg
Propeller Revolution,,Propeller Brewery,CA,STOUT,Russian Imperial Stout,8,zzzst.jpg
Pothole Filler Imperial Stout,,Howe Sound Inn & Brewing Company,CA,STOUT,Russian Imperial Stout,9,zzzst.jpg
Nickel Brook Old Kentucky Bastard (Bourbon Barrel Aged Bolshevik Bastard),,Nickel Brook Brewing Co.,CA,STOUT,Russian Imperial Stout,14.5,zzzst.jpg
Muskoka Winter Beard (Double Chocolate Cranberry Stout),,Muskoka Brewery,CA,STOUT,American Imperial Stout,8,zzzst.jpg
Mill Street Brewery Cobblestone Stout,,Mill Street Brew Pub,CA,STOUT,Irish Dry Stout,4.2,zzzst.jpg
Midnight Sun Espresso Stout,,Yukon Brewing Company,CA,STOUT,American Stout,6.2,zzzst.jpg
La Vache Folle Imperial Milk Stout,,Microbrasserie Charlevoix,CA,STOUT,American Imperial Stout,9,zzzst.jpg
La Sang-d'encre,,Le Trou Du Diable,CA,STOUT,Irish Dry Stout,5.5,zzzst.jpg
Imperial Russian Stout,,Wellington County Brewery,CA,STOUT,Russian Imperial Stout,8,zzzst.jpg
Hellwoods,,Bellwoods Brewery,CA,STOUT,Russian Imperial Stout,10,zzzst.jpg
Grande Noirceur,,Brasserie Dieu du Ciel!,CA,STOUT,Russian Imperial Stout,9,zzzst.jpg
Flying Monkeys The Chocolate Manifesto,,Flying Monkeys Craft Brewery,CA,STOUT,English Sweet / Milk Stout,10,zzzst.jpg
Flying Monkeys BNL Imperial Chocolate Stout,,Flying Monkeys Craft Brewery,CA,STOUT,American Imperial Stout,10,zzzst.jpg
Diamond Head Oatmeal Stout,,Howe Sound Inn & Brewing Company,CA,STOUT,English Oatmeal Stout,5,zzzst.jpg
Amsterdam Tempest Imperial Stout,,Amsterdam Brewing Company,CA,STOUT,Russian Imperial Stout,9,zzzst.jpg
Xbeeriment Black Force One,,Xbeeriment I/S,DK,STOUT,American Imperial Stout,10.4,zzzst.jpg
Milk Stout,,Mikkeller ApS,DK,STOUT,English Sweet / Milk Stout,6,zzzst.jpg
Mikkeller / Anchorage Brewing Company Beer Geek BreAKfast,,Mikkeller ApS,DK,STOUT,English Oatmeal Stout,7.5,zzzst.jpg
Hr. Frederiksen,,Amager Bryghus,DK,STOUT,American Imperial Stout,10.5,zzzst.jpg
Goliat - Bourbon Barrel-Aged,,To 횠l,DK,STOUT,American Imperial Stout,10.1,zzzst.jpg
Goliat,,To 횠l,DK,STOUT,American Imperial Stout,10.1,zzzst.jpg
George! Bourbon Edition,,Mikkeller ApS,DK,STOUT,Russian Imperial Stout,12.1,zzzst.jpg
George - Cognac Barrel Aged,,Mikkeller ApS,DK,STOUT,Russian Imperial Stout,12.1,zzzst.jpg
George,,Mikkeller ApS,DK,STOUT,Russian Imperial Stout,12.1,zzzst.jpg
By Udder Means,,To 횠l,DK,STOUT,English Sweet / Milk Stout,7,zzzst.jpg
Black Tie,,Mikkeller ApS,DK,STOUT,American Imperial Stout,11.5,zzzst.jpg
Black Hole (White Wine Edition),,Mikkeller ApS,DK,STOUT,Russian Imperial Stout,13.1,zzzst.jpg
Black Hole (Tequila Edition),,Mikkeller ApS,DK,STOUT,Russian Imperial Stout,13.1,zzzst.jpg
Black Hole (Red Wine Edition),,Mikkeller ApS,DK,STOUT,Russian Imperial Stout,13.1,zzzst.jpg
Black Hole (Peat Whiskey Edition),,Mikkeller ApS,DK,STOUT,Russian Imperial Stout,13.1,zzzst.jpg
Black Hole (Cognac Edition),,Mikkeller ApS,DK,STOUT,Russian Imperial Stout,13.1,zzzst.jpg
Black Hole (Bourbon Edition),,Mikkeller ApS,DK,STOUT,Russian Imperial Stout,13.1,zzzst.jpg
Black Hole,,Mikkeller ApS,DK,STOUT,Russian Imperial Stout,13.1,zzzst.jpg
Beer Hop Breakfast,,Mikkeller ApS,DK,STOUT,American Stout,7.5,zzzst.jpg
Beer Geek Vanilla Shake - Bourbon Barrel-Aged,,Mikkeller ApS,DK,STOUT,American Imperial Stout,13,zzzst.jpg
Beer Geek Vanilla Shake,,Mikkeller ApS,DK,STOUT,American Imperial Stout,13,zzzst.jpg
Beer Geek Vanilla Maple Shake,,Mikkeller ApS,DK,STOUT,American Imperial Stout,13,zzzst.jpg
Beer Geek Flat White,,Mikkeller ApS,DK,STOUT,English Oatmeal Stout,7.5,zzzst.jpg
Beer Geek Dessert,,Mikkeller ApS,DK,STOUT,English Oatmeal Stout,11,zzzst.jpg
Beer Geek Cocoa Shake,,Mikkeller ApS,DK,STOUT,English Oatmeal Stout,12.1,zzzst.jpg
Beer Geek Brunch Weasel - Cognac Edition,,Mikkeller ApS,DK,STOUT,American Imperial Stout,10.9,zzzst.jpg
Beer Geek Brunch Weasel - Calvados Edition,,Mikkeller ApS,DK,STOUT,American Imperial Stout,10.9,zzzst.jpg
Beer Geek Brunch Weasel,,Mikkeller ApS,DK,STOUT,American Imperial Stout,10.9,zzzst.jpg
Beer Geek Breakfast Brunch Big Blend,,Mikkeller ApS,DK,STOUT,American Imperial Stout,8,zzzst.jpg
Beer Geek Breakfast - Bourbon Edition,,Mikkeller ApS,DK,STOUT,American Imperial Stout,7.5,zzzst.jpg
Beer Geek Breakfast,,Mikkeller ApS,DK,STOUT,English Oatmeal Stout,7.5,zzzst.jpg
Beer Geek Bacon,,Mikkeller ApS,DK,STOUT,English Oatmeal Stout,7.5,zzzst.jpg
Amager / Jester King Danish Metal,,Amager Bryghus,DK,STOUT,Russian Imperial Stout,10,zzzst.jpg
Young's London Stout,,Wells & Young's Ltd,GB,STOUT,English Oatmeal Stout,5.2,zzzst.jpg
Tokyo*,,BrewDog,GB,STOUT,American Imperial Stout,16.5,zzzst.jpg
St. Peter's Cream Stout,,St. Peter's Brewery Co Ltd,GB,STOUT,English Sweet / Milk Stout,6.5,zzzst.jpg
Siren / Cigar City Caribbean Chocolate Cake,,Siren Craft Brew,GB,STOUT,American Stout,7.4,zzzst.jpg
Saint Petersburg Imperial Stout,,Thornbridge Brewery,GB,STOUT,Russian Imperial Stout,7.4,zzzst.jpg
Riptide,,BrewDog,GB,STOUT,American Imperial Stout,8,zzzst.jpg
Pearl Jet,,"Marston, Thompson & Evershed, Plc.",GB,STOUT,English Sweet / Milk Stout,4.5,zzzst.jpg
Organic Chocolate Stout,,Samuel Smith Old Brewery (Tadcaster),GB,STOUT,English Stout,5,zzzst.jpg
Old World Russian Imperial Stout,,BrewDog,GB,STOUT,Russian Imperial Stout,9.5,zzzst.jpg
Lump Of Coal Dark Holiday Stout,,Ridgeway Brewing,GB,STOUT,Foreign / Export Stout,8,zzzst.jpg
Jet Black Heart,,BrewDog,GB,STOUT,English Sweet / Milk Stout,4.7,zzzst.jpg
Irish Whiskey Aged Scottish Stout,,Innis & Gunn,GB,STOUT,English Stout,7.4,zzzst.jpg
Innis & Gunn Bourbon Stout,,Innis & Gunn,GB,STOUT,English Stout,7.4,zzzst.jpg
Imperial Stout,,Samuel Smith Old Brewery (Tadcaster),GB,STOUT,Russian Imperial Stout,7,zzzst.jpg
Imperial Brown Stout London 1856,,The Kernel Brewery,GB,STOUT,Russian Imperial Stout,9.9,zzzst.jpg
Export Stout London 1890,,The Kernel Brewery,GB,STOUT,Foreign / Export Stout,7.4,zzzst.jpg
Dragonhead Stout,,Orkney Brewery,GB,STOUT,English Stout,4,zzzst.jpg
Double Stout,,Hook Norton Brewery Co. Ltd.,GB,STOUT,English Stout,4.8,zzzst.jpg
Dorothy Goodbody's Wholesome Stout,,Wye Valley Brewery,GB,STOUT,English Stout,4.6,zzzst.jpg
Cocoa Psycho,,BrewDog,GB,STOUT,Russian Imperial Stout,10,zzzst.jpg
Buxton / Omnipollo Yellow Belly Sundae,,Buxton Brewery,GB,STOUT,American Imperial Stout,12,zzzst.jpg
Buxton / Omnipollo - Yellow Belly,,Buxton Brewery,GB,STOUT,American Imperial Stout,11,zzzst.jpg
BrewDog Paradox Smokehead (Batch 015) - Smokehead,,BrewDog,GB,STOUT,American Imperial Stout,10,zzzst.jpg
BrewDog Paradox Jura,,BrewDog,GB,STOUT,American Imperial Stout,15,zzzst.jpg
BrewDog Paradox Isle Of Arran (Batch 016),,BrewDog,GB,STOUT,American Imperial Stout,10,zzzst.jpg
BrewDog Paradox Grain (Batch 013) - Port Dundas 1966,,BrewDog,GB,STOUT,American Imperial Stout,10,zzzst.jpg
Black Scottish Stout,,Belhaven Brewery Company Ltd.,GB,STOUT,Irish Dry Stout,4.2,zzzst.jpg
Black Cab,,Fuller Smith & Turner PLC,GB,STOUT,Irish Dry Stout,4.5,zzzst.jpg
Belhaven Scottish Stout,,Belhaven Brewery Company Ltd.,GB,STOUT,English Stout,7,zzzst.jpg
Bad King John,,Ridgeway Brewing,GB,STOUT,English Stout,6,zzzst.jpg
Wrasslers XXXX Stout,,The Porterhouse Brewing Company,IE,STOUT,Irish Dry Stout,5,zzzst.jpg
Plain Porter,,The Porterhouse Brewing Company,IE,STOUT,Irish Dry Stout,5,zzzst.jpg
Oyster Stout,,The Porterhouse Brewing Company,IE,STOUT,Irish Dry Stout,5.2,zzzst.jpg
O'Hara's Irish Stout,,Carlow Brewing Company,IE,STOUT,Irish Dry Stout,4.3,zzzst.jpg
Guinness Special Export Stout / Antwerpen Stout,,Guinness Ltd.,IE,STOUT,Foreign / Export Stout,8,zzzst.jpg
Guinness Red Harvest Stout,,Guinness Ltd.,IE,STOUT,Irish Dry Stout,4.1,zzzst.jpg
Guinness Foreign Extra Stout,,Guinness Ltd.,IE,STOUT,Foreign / Export Stout,7.5,zzzst.jpg
Guinness Extra Stout (Canada),,Guinness Ltd.,IE,STOUT,Irish Dry Stout,5,zzzst.jpg
Guinness Draught Extra Cold,,Guinness Ltd.,IE,STOUT,Irish Dry Stout,4.2,zzzst.jpg
Guinness Draught,,Guinness Ltd.,IE,STOUT,Irish Dry Stout,4.2,zzzst.jpg
Guinness 250th Anniversary Stout,,Guinness Ltd.,IE,STOUT,Irish Dry Stout,5,zzzst.jpg
Guinness 200th Anniversary Export Stout,,Guinness Ltd.,IE,STOUT,Foreign / Export Stout,6,zzzst.jpg
Beamish Irish Stout,,Beamish & Crawford Plc.,IE,STOUT,Irish Dry Stout,4.1,zzzst.jpg
Verdi Imperial Stout,,Birrificio Del Ducato,IT,STOUT,Russian Imperial Stout,8.2,zzzst.jpg
Brewfist / Prairie Artisan Ales Spaghetti Western,,Brewfist,IT,STOUT,American Imperial Stout,8.7,zzzst.jpg
Dragon Stout,,Desnoes & Geddes Limited,JM,STOUT,Foreign / Export Stout,7.5,zzzst.jpg
Hitachino Nest Sweet Stout (Lacto),,Kiuchi Brewery,JP,STOUT,English Sweet / Milk Stout,3.9,zzzst.jpg
Hitachino Nest Espresso Stout,,Kiuchi Brewery,JP,STOUT,American Imperial Stout,7,zzzst.jpg
Echigo Stout,,Uehara Shuzou Co. Ltd. / Echigo Beer Pub,JP,STOUT,English Stout,7,zzzst.jpg
Dark Sky Imperial Stout,,Baird Brewing Company / Fishmarket Taproom,JP,STOUT,Russian Imperial Stout,9.5,zzzst.jpg
Lion Stout,,Ceylon / Lion Brewery Limited,LK,STOUT,Foreign / Export Stout,8.8,zzzst.jpg
Lacto Traditional Stout Beer,,Simonds Farsons Cisk Plc.,MT,STOUT,English Sweet / Milk Stout,3.8,zzzst.jpg
SSS,,Brouwerij De Molen,NL,STOUT,Foreign / Export Stout,10,zzzst.jpg
Spanning & Sensatie,,Brouwerij De Molen,NL,STOUT,Russian Imperial Stout,9.8,zzzst.jpg
Mout & Mocca,,Brouwerij De Molen,NL,STOUT,American Imperial Stout,11.6,zzzst.jpg
Kopi Loewak,,Brouwerij De Molen,NL,STOUT,American Imperial Stout,11.5,zzzst.jpg
Hemel & Aarde,,Brouwerij De Molen,NL,STOUT,Russian Imperial Stout,10,zzzst.jpg
Hel & Verdoemenis 666,,Brouwerij De Molen,NL,STOUT,Russian Imperial Stout,10,zzzst.jpg
Hel & Verdoemenis - Bourbon BA,,Brouwerij De Molen,NL,STOUT,Russian Imperial Stout,10,zzzst.jpg
Heaven & Hell,,Brouwerij De Molen,NL,STOUT,Russian Imperial Stout,12,zzzst.jpg
Emelisse Imperial Russian Stout,,Bierbrouwerij Grand-Caf챕 Emelisse,NL,STOUT,Russian Imperial Stout,11,zzzst.jpg
Emelisse Espresso Stout,,Bierbrouwerij Grand-Caf챕 Emelisse,NL,STOUT,American Imperial Stout,10,zzzst.jpg
Emelisse,,Bierbrouwerij Grand-Caf챕 Emelisse,NL,STOUT,English Sweet / Milk Stout,8,zzzst.jpg
De Molen / Anchorage Mud & Funk,,Brouwerij De Molen,NL,STOUT,American Imperial Stout,11.4,zzzst.jpg
Odin's Tipple,,HaandBryggeriet,NO,STOUT,Russian Imperial Stout,11,zzzst.jpg
Dark Force,,HaandBryggeriet,NO,STOUT,Russian Imperial Stout,9,zzzst.jpg
Moa Imperial Stout (Aged In Pinot Noir Barrels),,Moa Brewing Company,NZ,STOUT,Russian Imperial Stout,10.2,zzzst.jpg
iStout,,8 Wired Brewing Co.,NZ,STOUT,Russian Imperial Stout,10,zzzst.jpg
Baltika Brew Collection - Russian Imperial Stout,,Baltika Breweries,RU,STOUT,Russian Imperial Stout,10,zzzst.jpg
Symzonia,,Omnipollo,SE,STOUT,American Imperial Stout,13,zzzst.jpg
Selassie - Coffee And Vanilla Beans,,Omnipollo,SE,STOUT,American Imperial Stout,11,zzzst.jpg
Noa Pecan Mud Cake,,Omnipollo,SE,STOUT,American Imperial Stout,11,zzzst.jpg
Kaggen! Stormaktsporter,,Narke Kulturbryggeri AB,SE,STOUT,Russian Imperial Stout,10,zzzst.jpg
Imperial Stout,,Nils Oscar,SE,STOUT,Russian Imperial Stout,7,zzzst.jpg
Hypnopompa,,Omnipollo,SE,STOUT,American Imperial Stout,11,zzzst.jpg
Agamemnon - Bourbon Barrel-Aged,,Omnipollo,SE,STOUT,American Imperial Stout,12.5,zzzst.jpg
Agamemnon,,Omnipollo,SE,STOUT,American Imperial Stout,12.5,zzzst.jpg
Royal Extra Stout,,Carib Brewery Limited,TT,STOUT,English Sweet / Milk Stout,6.5,zzzst.jpg
Mackeson Triple XXX Stout,,Carib Brewery Limited,TT,STOUT,English Sweet / Milk Stout,4.9,zzzst.jpg
Zhukov's Final Push,,Cigar City Brewing,US,STOUT,Russian Imperial Stout,11.5,zzzst.jpg
You're In The Jungle Baby!,,Evil Twin Brewing,US,STOUT,American Imperial Stout,12,zzzst.jpg
Your Mom On French Toast,,Pigeon Hill Brewing Company,US,STOUT,American Imperial Stout,11.5,zzzst.jpg
Your Black Heart Russian Imperial Stout,,O'Dempsey's,US,STOUT,Russian Imperial Stout,8,zzzst.jpg
YouEnjoyMyStout,,Cambridge Brewing Company,US,STOUT,Russian Imperial Stout,10.5,zzzst.jpg
Yin,,Evil Twin Brewing,US,STOUT,American Imperial Stout,10,zzzst.jpg
Yeti Imperial Stout,,Great Divide Brewing Company,US,STOUT,American Imperial Stout,9.5,zzzst.jpg
Yeti - Belgian Style,,Great Divide Brewing Company,US,STOUT,American Imperial Stout,9.5,zzzst.jpg
Wrecking Ball Imperial Stout,,No-Li Brewhouse,US,STOUT,American Imperial Stout,9.5,zzzst.jpg
Wreck Alley Imperial Stout,,Karl Strauss Brewing Company,US,STOUT,American Imperial Stout,9.5,zzzst.jpg
Worthy Adversary,,Fulton Beer,US,STOUT,Russian Imperial Stout,9.5,zzzst.jpg
World Wide Stout,,Dogfish Head Craft Brewery,US,STOUT,American Imperial Stout,18,zzzst.jpg
Woodcut No. 7 Russian Imperial Stout,,Odell Brewing Company,US,STOUT,Russian Imperial Stout,12.5,zzzst.jpg
Wood-Aged Bitches Brew,,Dogfish Head Craft Brewery,US,STOUT,American Imperial Stout,9,zzzst.jpg
Wolaver's Oatmeal Stout,,Otter Creek Brewing,US,STOUT,English Oatmeal Stout,5.4,zzzst.jpg
W-n-B Coffee Oatmeal Imperial Stout,,Terrapin Beer Company,US,STOUT,American Imperial Stout,9.4,zzzst.jpg
Winter Warlock Oatmeal Stout,,Bristol Brewing Company,US,STOUT,English Oatmeal Stout,6.5,zzzst.jpg
Winter Stout,,Saint Arnold Brewing Company,US,STOUT,American Stout,5.6,zzzst.jpg
Winter Oatmeal Stout,,Mayflower Brewing Company,US,STOUT,English Oatmeal Stout,6,zzzst.jpg
Winter Mingle,,Magic Hat Brewing Company,US,STOUT,American Stout,5.8,zzzst.jpg
Winter Grind,,Mother's Brewing Company,US,STOUT,American Stout,6,zzzst.jpg
Wineification III,,The Bruery,US,STOUT,American Imperial Stout,19,zzzst.jpg
Wineification II,,The Bruery,US,STOUT,American Imperial Stout,13.7,zzzst.jpg
Wineification,,The Bruery,US,STOUT,American Imperial Stout,15.7,zzzst.jpg
Willettized Coffee Stout,,Lagunitas Brewing Company,US,STOUT,American Imperial Stout,12.6,zzzst.jpg
Willett Whiskey Barrel-Aged Imperial Stout,,Lagunitas Brewing Company,US,STOUT,American Imperial Stout,11.7,zzzst.jpg
Wild Turkey Bourbon Barrel Stout,,Anderson Valley Brewing Company,US,STOUT,American Stout,6.9,zzzst.jpg
Wild Goose Oatmeal Stout,,"Wild Goose Brewery, LLC",US,STOUT,English Oatmeal Stout,5.9,zzzst.jpg
Wigsplitter,,3 Floyds Brewing Co.,US,STOUT,English Oatmeal Stout,7.7,zzzst.jpg
White Chocolate Moo-Hoo Milk Stout,,Terrapin Beer Company,US,STOUT,English Sweet / Milk Stout,7.6,zzzst.jpg
Whiskey Barrel Stout,,Boulevard Brewing Co.,US,STOUT,American Imperial Stout,11.8,zzzst.jpg
We've Been Out There In Orbit,,Other Half Brewing Co.,US,STOUT,American Imperial Stout,12,zzzst.jpg
Warlock,,Southern Tier Brewing Company,US,STOUT,American Imperial Stout,8.6,zzzst.jpg
War And Peace,,Fulton Beer,US,STOUT,Russian Imperial Stout,9.5,zzzst.jpg
Wake Up Dead - Nitro,,Left Hand Brewing Company,US,STOUT,Russian Imperial Stout,10.2,zzzst.jpg
Wake Up Dead - Barrel-Aged,,Left Hand Brewing Company,US,STOUT,Russian Imperial Stout,10.2,zzzst.jpg
Wake Up Dead,,Left Hand Brewing Company,US,STOUT,Russian Imperial Stout,10.2,zzzst.jpg
Wachusett Milk Stout,,Wachusett Brewing Company,US,STOUT,English Sweet / Milk Stout,5.2,zzzst.jpg
Voo Doo,,Left Coast Brewing Company,US,STOUT,American Imperial Stout,8.5,zzzst.jpg
Volume # 1,,4 Hands Brewing Co.,US,STOUT,American Imperial Stout,10.5,zzzst.jpg
Void Of Light,,Gun Hill Brewing Company,US,STOUT,Foreign / Export Stout,7.9,zzzst.jpg
Virginia Black Bear - Vanilla,,Lickinghole Creek Craft Brewery,US,STOUT,American Imperial Stout,9.3,zzzst.jpg
Virginia Black Bear,,Lickinghole Creek Craft Brewery,US,STOUT,Russian Imperial Stout,9.3,zzzst.jpg
Very Mad Cow,,Revolution Brewing,US,STOUT,English Sweet / Milk Stout,9.5,zzzst.jpg
Very Angry Beast,,Clown Shoes,US,STOUT,American Imperial Stout,11.5,zzzst.jpg
Vernal Minthe Stout,,Ska Brewing Co.,US,STOUT,American Stout,5.8,zzzst.jpg
Velvet Merlin Oatmeal Stout,,Firestone Walker Brewing Co.,US,STOUT,English Oatmeal Stout,5.5,zzzst.jpg
Velvet Merkin,,Firestone Walker Brewing Co.,US,STOUT,English Oatmeal Stout,8.5,zzzst.jpg
Velvet Glove,,Iron Fist Brewing Company,US,STOUT,American Imperial Stout,9,zzzst.jpg
Vanilla Stout,,Big Muddy Brewing,US,STOUT,English Sweet / Milk Stout,6,zzzst.jpg
Vanilla Rye Bourbon County Brand Stout,,Goose Island Beer Co.,US,STOUT,American Imperial Stout,13.6,zzzst.jpg
Vanilla Oatis,,Ninkasi Brewing Company,US,STOUT,English Oatmeal Stout,7,zzzst.jpg
Vanilla Noir,,Prairie Artisan Ales,US,STOUT,American Imperial Stout,11.5,zzzst.jpg
Vanilla Bean Stout,,Avery Brewing Company,US,STOUT,American Imperial Stout,10.8,zzzst.jpg
Vanilla Bean Abraxas,,Perennial Artisan Ales,US,STOUT,American Imperial Stout,10,zzzst.jpg
Vanilla Abduction,,Pipeworks Brewing Company,US,STOUT,American Imperial Stout,10.5,zzzst.jpg
Ursa Minor,,Rising Tide Brewing Company,US,STOUT,American Stout,6.7,zzzst.jpg
Unorthodox Russian Imperial Stout,,Two Roads Brewing Company,US,STOUT,Russian Imperial Stout,9.2,zzzst.jpg
Unjunct,,Carton Brewing Company,US,STOUT,American Stout,8.5,zzzst.jpg
Unfinished Business,,Perrin Brewery,US,STOUT,American Imperial Stout,13.1,zzzst.jpg
Unearthed,,Long Trail Brewing Co.,US,STOUT,American Imperial Stout,7.9,zzzst.jpg
Underdark,,Intuition Ale Works,US,STOUT,American Imperial Stout,9.5,zzzst.jpg
Undead Party Crasher,,Clown Shoes,US,STOUT,American Imperial Stout,10,zzzst.jpg
Uncommon Stout,,Bent River Brewing Company,US,STOUT,English Oatmeal Stout,6.5,zzzst.jpg
Uncle Jacob's Stout,,Avery Brewing Company,US,STOUT,American Imperial Stout,14.9,zzzst.jpg
Ulster Breakfast Stout,,Lavery Brewing Company,US,STOUT,English Sweet / Milk Stout,7.1,zzzst.jpg
Udderly Milk Stout,,Westbrook Brewing Co.,US,STOUT,English Sweet / Milk Stout,5.5,zzzst.jpg
Udder Love,,Beachwood BBQ & Brewing,US,STOUT,English Sweet / Milk Stout,5.9,zzzst.jpg
Two,,Surly Brewing Company,US,STOUT,American Imperial Stout,8.8,zzzst.jpg
Tunguska,,The Brew Kettle Taproom & Smokehouse / Production Works,US,STOUT,American Imperial Stout,10.8,zzzst.jpg
Tsunami Stout,,Pelican Pub & Brewery,US,STOUT,Foreign / Export Stout,7,zzzst.jpg
Triple Shot,,Tree House Brewing Company,US,STOUT,American Imperial Stout,9,zzzst.jpg
Triple Barrel Big Bad Baptist,,Epic Brewing Company,US,STOUT,American Imperial Stout,11.2,zzzst.jpg
Trip In The Woods: Narwhal (Bourbon Barrel-Aged With Red & Black Currants),,Sierra Nevada Brewing Co.,US,STOUT,American Imperial Stout,9.8,zzzst.jpg
Trip In The Woods: Cocoa Coconut Narwhal,,Sierra Nevada Brewing Co.,US,STOUT,American Imperial Stout,11.9,zzzst.jpg
Trillium / J. Wakefield - Tiramisu,,Trillium Brewing Company,US,STOUT,American Imperial Stout,10.6,zzzst.jpg
Trillium / J. Wakefield - Affogato,,Trillium Brewing Company,US,STOUT,American Imperial Stout,13.3,zzzst.jpg
TRILLBOMB!,,Trillium Brewing Company,US,STOUT,American Imperial Stout,11,zzzst.jpg
Trickery,,Hardywood Park Craft Brewery,US,STOUT,English Sweet / Milk Stout,13.5,zzzst.jpg
Triangulation,,Perrin Brewery,US,STOUT,English Oatmeal Stout,9,zzzst.jpg
Trappist Imperial Stout,,The Spencer Brewery,US,STOUT,Russian Imperial Stout,8.7,zzzst.jpg
Trader Joe's Stockyard Oatmeal Stout,,Trader Joe's Brewing Company,US,STOUT,English Oatmeal Stout,5.2,zzzst.jpg
Trademark Dispute: Nooner 10,,Cycle Brewing,US,STOUT,American Imperial Stout,12,zzzst.jpg
Trademark Dispute: Coffee And Cinnamon (Pallet 1),,Cycle Brewing,US,STOUT,American Imperial Stout,10.4,zzzst.jpg
Trademark Dispute: &+,,Cycle Brewing,US,STOUT,American Imperial Stout,10.5,zzzst.jpg
Toxic Revolution,,3 Floyds Brewing Co.,US,STOUT,American Imperial Stout,8.5,zzzst.jpg
Totality Imperial Stout,,FiftyFifty Brewing Co.,US,STOUT,American Imperial Stout,10,zzzst.jpg
Totalitarian,,Stone Brewing,US,STOUT,Russian Imperial Stout,10.5,zzzst.jpg
Total Eclipse Breakfast Stout,,Maumee Bay Brewing Company,US,STOUT,American Imperial Stout,9.1,zzzst.jpg
Toaster - 4th/9th Anniversary Imperial Stout,,East End Brewing Company,US,STOUT,American Imperial Stout,11,zzzst.jpg
TINY,,Weyerbacher Brewing Co.,US,STOUT,American Imperial Stout,11.8,zzzst.jpg
Thursday,,Peg's Cantina & Brew Pub,US,STOUT,American Imperial Stout,10.5,zzzst.jpg
Thumbprint Milk Stout,,New Glarus Brewing Company,US,STOUT,English Sweet / Milk Stout,6.5,zzzst.jpg
Three Legged Lab,,Karbach Brewing Co.,US,STOUT,American Imperial Stout,9.2,zzzst.jpg
Three Hour Tour,,Minneapolis Town Hall Brewery,US,STOUT,English Sweet / Milk Stout,6.1,zzzst.jpg
